"","Well","Tray X (kw)","Tray Y (kw)","Trigger Pulse Width","Time 1","Time 2","Time 3","Drop Phase","ROI Bits 1-16","ROI Bits 17-32","Classifier Bits","Sort Result Bits","Sort Enable Bits","FSC","*[488] 530/40","SSC","*[488] 670/30","[488] 530/40","*[488] 710/50","[488] 670/30","*[561] 585/29","[488] 710/50","*[561] 610/20","[561] 585/29","*[561] 670/30","[561] 610/20","*[561] 710/30","[561] 670/30","*[561] 750 LP","[561] 710/30","*[640] 670/30","[561] 750 LP","*[640] 720/40","[640] 670/30","*[640] 750 LP","[640] 720/40","*[355] 460/50","[640] 750 LP","*[355] 670/30","[355] 460/50","*[405] 460/50","[355] 670/30","*[405] 520/35","[405] 460/50","*[405] 650 LP","[405] 520/35","[405] 650 LP","Tray X","Tray Y","FSC Area","FSC Width","SSC Area","SSC Width","[405] 460/50 Area","[405] 460/50 Width","[355] 460/50 Area","[355] 460/50 Width","TIME"
"1","A2",904,7119,7354,64498,58067,289,65525,9012,0,32769,32769,49153,28226,661.540809917127,11975,37.5320127742701,663.682626710447,5.05374449478146,37.5953625546074,14.1520016681548,5.06014075652354,79.3368763893986,19.7151372436004,10.9088950026237,79.6273039945354,1.60691776610119,10.9580653660142,9.47863075586442,1.61348031738078,1.50188175746489,9.48529366600261,1.02044373222845,1.50420534968318,1.02274090239427,1.02087405826405,65535,1.02518731213852,9334.53682694522,65535,38125,9333.22505600527,8572.46002806902,38125,776.273299321802,8565.23450360271,776.818972992323,903,7119,24840,9344,16682,7296,36601,8704,65535,9856,1
"2","A3",1354,7119,7227,55811,58558,289,47563,8980,0,32769,32769,49153,34229,600.486734817967,15149,72.6246386232394,600.233613412901,2.90860055083744,72.7369976983281,13.1602062382103,2.91228181538208,110.757350612758,18.1667543512525,24.7175471400734,111.131557845575,1.44941865825005,24.7662278017178,8.20123760763464,1.45513347620843,2.34585029312095,8.21508036645662,1.39231593281579,2.35212263333104,1.02274090239427,1.39643116045579,65535,1.02561963856461,9372.65848935407,65535,34678,9368.70766022085,8240.51947019513,34678,620.039608812393,8241.67766298554,620.301082501091,1353,7119,27778,9408,19493,7168,34608,9728,65535,9728,7
"3","A4",1804,7119,7135,940,59349,289,65533,8960,0,32769,32769,49153,21609,639.509746799618,15224,44.5517477665148,639.599628946104,5.18759210122293,44.6457654613221,5.43537474566488,5.20585058631397,123.571678353013,10.7551435401562,17.5075388063239,123.554312977562,1.02044373222845,17.5149218197421,1.02044373222845,1.02101754059893,1.6260002404051,1.02475516794972,1.02044373222845,1.6312646089348,1.80699939773498,1.02087405826405,65535,1.81183095711252,9354.23552965747,65535,36640,9354.23552965747,8513.62949345541,36640,611.472532404165,8516.02281763096,611.300685519084,1803,7119,21757,8768,20431,7616,38855,9664,65535,9664,16
"4","A5",2254,7119,7166,50089,59919,289,65526,8980,0,32769,32769,49153,25716,519.927014032593,12720,33.9486691574287,521.977000225283,2.47001843887207,34.0059706601965,28.0739306435882,2.47523092662836,225.184794949236,32.4831183795882,47.2938519490408,225.184794949236,3.20433050816634,47.4469714010938,6.54144701679381,3.21289825486003,1.84991118781203,6.56539321782512,1.29219520454363,1.85225252425455,1.02044373222845,1.29255846230872,65535,1.02475516794972,9334.53682694522,65535,30532,9346.35106505082,7127.97731036913,30532,593.189369371805,7120.96846477567,594.023615731597,2253,7119,21983,9600,17231,7104,31295,9664,65535,9728,22
"5","A6",2704,7119,7227,14440,60700,289,65527,8964,0,32769,32769,49153,27341,834.775749566076,15376,44.090816815389,835.362546957826,5.30183575363102,44.1590306267235,14.1520016681548,5.32423632637651,158.672070291514,21.1265752819432,27.920478154562,158.649772301303,3.12780203458614,27.9793988282866,4.20512874594192,3.137928664453,2.04086582403343,4.21045095883692,1.01800864211329,2.04632269602949,1.02044373222845,1.02015694898392,65535,1.02475516794972,9354.23552965747,65535,39126,9347.66468083188,8690.12210776602,39126,737.146335539608,8695.00867294195,738.390554940091,2703,7119,23298,9728,20482,7232,39393,9408,65535,9728,31
"6","A7",3154,7119,6771,38984,61222,289,65531,17788,0,32769,32769,49153,24197,9.63171477469022,10822,65.4512535488803,14.7718059448327,4.85395998081644,65.5248823736715,141.57969635404,4.85873751300053,693.236383027616,141.798737219995,99.1742502173055,693.138963374275,10.4130541064434,99.3835379525149,2.61284867399175,10.4174453415018,1.02274090239427,2.62020312903292,1.02044373222845,1.02547550950258,1.02044373222845,1.02130456577021,65535,1.02489919576881,8025.64564462655,65535,17996,8022.2626178512,4051.96808134978,17996,282.560102762779,4057.66666564073,282.877966320331,3153,7119,20261,8448,14746,6848,17568,8832,65535,9280,37
"7","A8",3604,7119,6580,49661,61701,289,65524,17788,0,32769,32769,49153,19826,7.01863150335443,10971,35.9319640942234,9.21462231116321,1.94072440478769,35.9471167765043,60.4211469212213,1.94126997499834,402.755522331692,60.5997319449145,71.0996848600618,403.889169071764,4.92058344995351,71.0597270800152,7.7999145291181,4.94554168944464,1.41142629176923,7.81747329339519,1.01800864211329,1.41440482915542,1.02274090239427,1.01972692522929,65535,1.02518731213852,7029.49017279575,65535,20962,7036.40898046434,4989.52361023032,20962,428.386659111982,4990.92624908018,429.109727201013,3603,7119,17325,8192,13825,6592,20098,8192,65535,9088,43
"8","A9",4054,7119,6387,58649,62226,289,65533,20828,0,32769,32769,49153,13226,6.44653243152416,11850,27.0818434119185,7.7813015530479,3.36636067256332,27.0780376338872,36.6923219350903,3.36872702264401,215.43337652881,36.7645866504743,38.4503150249391,215.675726452984,1.90237826318848,38.5314568468538,1.8452373898722,1.90692877711572,2.39818571920268,1.85043122890283,1.02044373222845,2.40189600175154,1.37791107690433,1.02058715408165,65535,1.37926729214771,7576.27214445884,65535,17669,7581.5978103468,3993.17514624233,17669,319.758263936701,3988.12758044401,320.433050816634,4053,7119,12284,8000,16076,7296,18376,8896,65535,8960,49
"9","A10",4504,7119,6570,56191,62697,289,65527,17788,0,32769,32769,49153,22685,6.84715649373426,11580,66.6767786112472,13.0478678890878,3.49017079157071,66.770551127599,170.870077190942,3.49458811934232,842.199615988958,171.25473107352,158.07112313056,841.016831424085,7.7999145291181,158.516050148317,4.92058344995351,7.8097864755423,1.63539643566365,4.92611881798792,2.34585029312095,1.63907795555803,2.14557138643801,2.3534452615297,65535,2.15161058360095,8220.85507629284,65535,19698,8234.73094717672,4589.26529568552,19698,400.328945124955,4585.39711215736,400.610352414234,4503,7119,18766,8192,15413,6784,19051,8896,65535,9088,54
"10","A11",4954,7119,6421,35221,63132,289,65530,17756,0,32769,32769,49153,16804,11.8237137299593,11321,40.1286537248203,16.0827334178676,6.46558625962385,40.1342937475884,117.789331508384,6.46649498818383,526.027320389023,117.905266193558,164.762324391794,525.657814405402,6.73264995513399,164.854972323169,8.39127830241501,6.74970307017633,2.85113045961644,8.39953745624279,2.71771618996727,2.86317665611051,1.02274090239427,2.72689832595557,65535,1.02533140069483,7517.93614812697,65535,20476,7526.39338574165,4686.37893640504,20476,371.019702335257,4687.69635619796,371.176163130293,4953,7119,15245,7872,14492,6592,20354,8960,65535,8960,59
